198.44,100.28,0
201.98,100.61,0
210.46,101.13,0
212.45,101.36,0
212.99,101.45,0
214.46,101.65,0
215.02,101.69,0
215.94,101.81,0
217.06,101.92,0
217.44,101.98,0
218.38,102.08,0
220.79,102.47,0
225.06,102.95,0
226.95,103.11,0
228.26,103.25,0
228.66,103.28,0
231.18,103.59,0
233.88,103.93,0
239.47,104.31,0
240.88,104.33,0
242.65,104.41,0
243.22,104.46,0
244.15,104.48,0
263.56,105.62,0
264.11,105.69,0
266.68,105.81,0
277.71,106.07,0
277.89,106.09,0
279.22,106.29,0
279.7,106.4,0
279.88,106.41,0
280.75,106.43,0
281.44,106.51,0
287.18,106.4,0
287.9,106.34,0
292.95,106.32,0
301.91,106.68,0
306.25,107.11,0
307,107.24,0
307.75,107.31,0
313.08,107.88,0
316.32,108.05,0
316.51,108.07,0
318,108.11,0
321.43,108.36,0
322.4,108.38,0
329.59,108.62,0
337.85,108.71,0
361.88,108.41,0
362.24,108.45,0
363.16,108.46,0
363.7,108.51,0
365.15,108.54,0
365.52,108.57,0
371.27,108.58,0
375.2,108.62,0
382.62,108.78,0
383.67,108.89,0
384.77,108.97,0
385.66,108.98,0
386.03,109.01,0
386.75,109.14,0
386.93,109.16,0
388.86,109.16,0
389.57,109.22,0
390.45,109.23,0
392.29,109.31,0
392.64,109.36,0
399.72,109.38,0
401.13,109.41,0
401.31,109.43,0
401.66,109.44,0
404.13,109.48,0
404.49,109.52,0
404.85,109.53,0
405.21,109.57,0
406.12,109.62,0
409.07,109.89,0
409.8,109.98,0
411.28,110.07,0
411.87,110.08,0
413.83,110.29,0
436.06,110.79,0
441.22,110.99,0
442.17,111.1,0
445,111.36,0
457.12,112.19,0
458.23,112.35,0
458.6,112.38,0
459.33,112.49,0
459.72,112.57,0
460.73,112.7,0
461.41,112.73,0
461.61,112.76,0
462.38,112.94,0
462.57,112.96,0
463.7,113.03,0
463.88,113,0
464.06,112.95,0
464.25,112.91,0
464.64,112.9,0
464.83,112.93,0
465.2,113.02,0
465.4,113.04,0
465.78,113.04,0
465.97,113.03,0
467.79,113.06,0
472.88,113.22,0
475.69,113.49,0
481.05,113.63,0
481.39,113.67,0
484.02,113.8,0
486.32,113.98,0
487.73,114.02,0
487.9,114.03,0
494.22,114.34,0
497.92,114.64,0
530.51,116.37,0
531.46,116.45,0
532.8,116.5,0
532.99,116.52,0
533.57,116.53,0
569.11,118.03,0
582.66,118.89,0
614.17,119.73,0
614.93,119.81,0
616.28,119.9,0
617.62,120,0
620.29,119.99,0
635.41,119.83,0
636.33,119.91,0
637.44,119.89,0
637.82,119.93,0
639.13,119.94,0
648.88,120.36,0
677.83,121.75,0
683.38,122.05,0
685.36,122.26,0
686.15,122.33,0
688.83,122.66,0
693.99,122.49,0
698.48,122.2,0
698.69,122.2,0
701.26,122.2,0
702.79,122.32,0
703.17,122.33,0
706.54,122.59,0
718.19,123.7,0
722.52,123.69,0
722.88,123.67,0
727.45,123.64,0
728.35,123.72,0
729.25,123.75,0
734.55,124.25,0
735.66,124.48,0
736.29,124.68,0
742.37,126.02,0
744.19,126.61,0
744.91,126.89,0
745.82,127.18,0
747.29,127.77,0
749.42,128.78,0
754.15,130.87,0
755.33,131.48,0
759.29,134.11,0
760.4,134.93,0
760.87,135.25,0
761.62,135.88,0
762.7,136.35,0
763.29,136.66,0
764.91,137.64,0
766.23,138.55,0
767.13,139.34,0
768.17,140.39,0
769.01,141.38,0
769.21,141.67,0
769.41,141.99,0
769.96,142.73,0
770.69,143.95,0
771.99,147.03,0
773.15,150.65,0
773.92,153.58,0
774.1,154.88,0
774.72,160.87,0
774.75,162.4,0
774.69,163.37,0
774.66,164.33,0
774.63,164.72,0
774.59,165.85,0
774.42,165.01,0
774.35,166.14,0
774.22,167.08,0
774.16,167.83,0
773.53,173.55,0
773.19,175.74,0
773.14,175.92,0
772.34,181.66,0
772.21,182.78,0
771.55,186.84,0
771.53,188.75,0
771.29,191.35,0
771.04,192.82,0
770.5,197.04,0
770.13,200.69,0
769.77,203.63,0
769.7,204,0
769.62,204.73,0
769.62,204.91,0
769.03,209.88,0
768.97,210.25,0
768.9,210.8,0
768.87,211.17,0
767.99,218.09,0
767.96,218.46,0
767.72,220.48,0
767.68,221.41,0
767.51,223.26,0
767.12,228.28,0
767.12,228.46,0
766.97,230.9,0
766.98,231.66,0
766.9,232.4,0
766.85,233.91,0
